topic,verse_ref,verse_content
obedience,Luke 10:27,"He answered, ‘Love the Lord your God with all your heart and with all your soul and with all your strength and with all your mind’; and, ‘Love your neighbor as yourself.’"
obedience,Luke 9:23,Then he said to them all: “Whoever wants to be my disciple must deny themselves and take up their cross daily and follow me.”
obedience,Romans 8:14,For those who are led by the Spirit of God are the children of God.
obedience,Acts 5:32,"We are witnesses of these things, and so is the Holy Spirit, whom God has given to those who obey him."
obedience,Romans 12:1,"Therefore, I urge you, brothers and sisters, in view of God’s mercy, to offer your bodies as a living sacrifice, holy and pleasing to God—this is your true and proper worship."
obedience,Philippians 2:11,"And every tongue acknowledge that Jesus Christ is Lord, to the glory of God the Father."
orphans,Exodus 22:22-24,"Do not take advantage of the widow or the fatherless. If you do and they cry out to me, I will certainly hear their cry. My anger will be aroused, and I will kill you with the sword; your wives will become widows and your children fatherless."
orphans,John 14:18,I will not leave you as orphans; I will come to you.
orphans,Isaiah 1:17,Learn to do right; seek justice. Defend the oppressed. Take up the cause of the fatherless; plead the case of the widow.
orphans,James 1:27,Religion that God our Father accepts as pure and faultless is this: to look after orphans and widows in their distress and to keep oneself from being polluted by the world.
orphans,Psalm 82:3,Defend the weak and the fatherless; uphold the cause of the poor and the oppressed.
orphans,Psalm 68:4-5,"Sing to God, sing in praise of his name, extol him who rides on the clouds; rejoice before him—his name is the Lord. A father to the fatherless, a defender of widows, is God in his holy dwelling."
orphans,Psalm 146:9,"The Lord watches over the foreigner and sustains the fatherless and the widow, but he frustrates the ways of the wicked."
orphans,Job 29:12-13,"Because I rescued the poor who cried for help, and the fatherless who had none to assist them. The one who was dying blessed me; I made the widow’s heart sing."
orphans,Zechariah 7:9-10,"This is what the Lord Almighty said: ‘Administer true justice; show mercy and compassion to one another. Do not oppress the widow or the fatherless, the foreigner or the poor. Do not plot evil against each other.’"
orphans,Jeremiah 7:5-7,"If you really change your ways and your actions and deal with each other justly, if you do not oppress the foreigner, the fatherless or the widow and do not shed innocent blood in this place, and if you do not follow other gods to your own harm, then I will let you live in this place, in the land I gave your ancestors for ever and ever."
overcoming,John 16:33,"I have told you these things, so that in me you may have peace. In this world you will have trouble. But take heart! I have overcome the world."
overcoming,Romans 12:21,"Do not be overcome by evil, but overcome evil with good."
overcoming,Luke 1:37,For no word from God will ever fail.
overcoming,1 John 5:4,"For everyone born of God overcomes the world. This is the victory that has overcome the world, even our faith."
overcoming,1 Corinthians 15:57,But thanks be to God! He gives us the victory through our Lord Jesus Christ.
overcoming,Romans 8:37,"No, in all these things we are more than conquerors through him who loved us."
overcoming,Psalm 3:3,"But you, Lord, are a shield around me, my glory, the One who lifts my head high."
overcoming,Hebrews 12:1,"Therefore, since we are surrounded by such a great cloud of witnesses, let us throw off everything that hinders and the sin that so easily entangles. And let us run with perseverance the race marked out for us."
overcoming,John 1:5,"The light shines in the darkness, and the darkness has not overcome it."
overcoming,1 Timothy 6:12,Fight the good fight of the faith. Take hold of the eternal life to which you were called when you made your good confession in the presence of many witnesses.
overcoming,1 John 4:4,"You, dear children, are from God and have overcome them, because the one who is in you is greater than the one who is in the world."
overcoming,1 Peter 5:8,Be alert and of sober mind. Your enemy the devil prowls around like a roaring lion looking for someone to devour.
overcoming,1 John 5:5,Who is it that overcomes the world? Only the one who believes that Jesus is the Son of God.
overcoming,Revelation 3:21,"To the one who is victorious, I will give the right to sit with me on my throne, just as I was victorious and sat down with my Father on his throne."
overcoming,Revelation 3:5,"The one who is victorious will, like them, be dressed in white. I will never blot out the name of that person from the book of life, but will acknowledge that name before my Father and his angels."
overcoming,Psalm 118:25-26,"Lord, save us! Lord, grant us success! Blessed is he who comes in the name of the Lord. From the house of the Lord we bless you."
overcoming,Zechariah 9:9,"Rejoice greatly, Daughter Zion! Shout, Daughter Jerusalem! See, your king comes to you, righteous and victorious, lowly and riding on a donkey, on a colt, the foal of a donkey."
patience,Proverbs 14:29,"Whoever is patient has great understanding, but one who is quick-tempered displays folly."
patience,1 Corinthians 13:4-5,"Love is patient, love is kind. It does not envy, it does not boast, it is not proud. It does not dishonor others, it is not self-seeking, it is not easily angered, it keeps no record of wrongs."
patience,Romans 12:12,"Be joyful in hope, patient in affliction, faithful in prayer."
patience,Ephesians 4:2,"Be completely humble and gentle; be patient, bearing with one another in love."
patience,Romans 8:25,"But if we hope for what we do not yet have, we wait for it patiently."
patience,Galatians 6:9,"Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up."
patience,Proverbs 16:32,"Better a patient person than a warrior, one with self-control than one who takes a city."
patience,Psalm 37:7,"Be still before the Lord and wait patiently for him; do not fret when people succeed in their ways, when they carry out their wicked schemes."
patience,Psalm 27:14,Wait for the Lord; be strong and take heart and wait for the Lord.
patience,Exodus 14:14,The Lord will fight for you; you need only to be still.
patience,2 Peter 3:9,"The Lord is not slow in keeping his promise, as some understand slowness. Instead he is patient with you, not wanting anyone to perish, but everyone to come to repentance."
patience,Colossians 3:12,"Therefore, as God’s chosen people, holy and dearly loved, clothe yourselves with compassion, kindness, humility, gentleness and patience."
